pdf_id,filename,title,source,relevance_status,relevance_basis,manual_review_status
PDF-071,vag_064_View_document_SSP_249_Engine_Management_of_the_W8_Engine_in_the_Passat__af255cf8ceb2.pdf,View document [SSP 249 Engine Management of the W8 Engine in the Passat],https://www.vdveer-engineering.nl/edocmanviewer/SSP_249_Engine_Management_of_the_W8_Engine_in_the_Passat.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-072,vag_065_View_document_SSP_250_Engine_Management_for_the_Phaeton_W12_Engine__7b3a21c1d56d.pdf,View document [SSP 250 Engine Management for the Phaeton W12 Engine],https://www.vdveer-engineering.nl/edocmanviewer/SSP_250_Engine_Management_for_the_Phaeton_W12_Engine.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-073,vag_066_View_document_SSP_251_Passat_B55__2aa04eab1717.pdf,View document [SSP 251 Passat B55],https://www.vdveer-engineering.nl/edocmanviewer/SSP_251_Passat_B5_5.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-074,vag_067_View_document_SSP_252_1.4l_77_kW_Engine_with_Petrol_Direct_Injection_System_in_the_Lupo__d3795a715926.pdf,View document [SSP 252 1.4l 77 kW Engine with Petrol Direct Injection System in the Lupo],https://www.vdveer-engineering.nl/edocmanviewer/SSP_252_1_4l_77_kW_Engine_with_Petrol_Direct_Injection_System_in_the_Lupo.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-075,vag_068_View_document_SSP_253_GDI_With_Bosch_Motronic_MED7__1a0e2de557c3.pdf,View document [SSP 253 GDI With Bosch Motronic MED7],https://www.vdveer-engineering.nl/edocmanviewer/SSP_253_GDI_With_Bosch_Motronic_MED7.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-076,vag_069_View_document_SSP_254_AUDI_A4_01_-_Technical_Features__473fe94cf838.pdf,View document [SSP 254 AUDI A4 ´01 - Technical Features],https://www.vdveer-engineering.nl/edocmanviewer/SSP_254_AUDI_A4_´01_-_Technical_Features.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-077,vag_070_View_document_SSP_255_The_2_0_l_R4_and_the_3_0_l_V6_engines__e12cdaff4ecb.pdf,"View document [SSP 255 The 2,0 l R4 and the 3,0 l V6 engines]",https://www.vdveer-engineering.nl/edocmanviewer/SSP_255_The_2_0_l_R4_and_the_3_0_l_V6_engines.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-078,vag_071_View_document_SSP_256_VAS_5052__c575056cd5ff.pdf,View document [SSP 256 VAS 5052],https://www.vdveer-engineering.nl/edocmanviewer/SSP_256_VAS_5052.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-079,vag_072_View_document_SSP_257_Electric_vacuum_pump_for_brake_servo_unit__be2338334fca.pdf,View document [SSP 257 Electric vacuum pump for brake servo unit],https://www.vdveer-engineering.nl/edocmanviewer/SSP_257_Electric_vacuum_pump_for_brake_servo_unit.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-080,vag_073_View_document_SSP_258_The_New_Beetle_RSi__b18380a715d6.pdf,View document [SSP 258 The New Beetle RSi],https://www.vdveer-engineering.nl/edocmanviewer/SSP_258_The_New_Beetle_RSi.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-081,vag_074_View_document_SSP_259_EPHS_Electrically_Powered_Hydraulic_Steering__90aa99bedd30.pdf,View document [SSP 259 EPHS Electrically Powered Hydraulic Steering],https://www.vdveer-engineering.nl/edocmanviewer/SSP_259_EPHS_Electrically_Powered_Hydraulic_Steering.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-082,vag_075_View_document_SSP_260_The_1.2_ltr_3_cylinder_petrol_engines__2941f2fca120.pdf,View document [SSP 260 The 1.2 ltr 3 cylinder petrol engines],https://www.vdveer-engineering.nl/edocmanviewer/SSP_260_The_1_2_ltr__3_cylinder_petrol_engines.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-083,vag_076_View_document_SSP_261_The_Passat_W8__f3ebd6577fbc.pdf,View document [SSP 261 The Passat W8],https://www.vdveer-engineering.nl/edocmanviewer/SSP_261_The_Passat_W8.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-084,vag_077_View_document_SSP_262_Natural_gas_an_alternative_fuel_for_motor_vehicles__5f3733ea3258.pdf,View document [SSP 262 Natural gas an alternative fuel for motor vehicles],https://www.vdveer-engineering.nl/edocmanviewer/SSP_262_Natural_gas_an_alternative_fuel_for_motor_vehicles.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-085,vag_078_View_document_SSP_263_Polo_Model_Year_2002__ede62570d9bb.pdf,View document [SSP 263 Polo Model Year 2002],https://www.vdveer-engineering.nl/edocmanviewer/SSP_263_Polo_Model_Year_2002.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-086,vag_079_View_document_SSP_264_The_Brake_Assist_System__372eec2668d1.pdf,View document [SSP 264 The Brake Assist System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_264_The_Brake_Assist_System.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-087,vag_080_View_document_SSP_265_Vehicle_electrics_in_Polo_Model_Year_2002__ac666aff3916.pdf,View document [SSP 265 Vehicle electrics in Polo Model Year 2002],https://www.vdveer-engineering.nl/edocmanviewer/SSP_265_Vehicle_electrics_in_Polo_Model_Year_2002.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-088,vag_081_View_document_SSP_266_2_8_ltr_TDI_Engine__70fe41858149.pdf,"View document [SSP 266 2,8 ltr TDI Engine]",https://www.vdveer-engineering.nl/edocmanviewer/SSP_266_2_8_ltr__TDI_Engine.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-089,vag_082_View_document_SSP_267_The_6_0l_W12_Engine_in_the_Audi_A8_Part_1__5b10a7b54d8d.pdf,"View document [SSP 267 The 6,0l W12 Engine in the Audi A8 Part 1]","https://www.vdveer-engineering.nl/edocmanviewer/SSP_267_6,0l_W12_Engine_in_the_Audi_A8_Part_1.pdf",确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-090,vag_083_View_document_SSP_268_The_6.0_l_W12_engine_in_the_Audi_A8_-_Part_2__8ebef76a79ca.pdf,View document [SSP 268 The 6.0 l W12 engine in the Audi A8 - Part 2],https://www.vdveer-engineering.nl/edocmanviewer/SSP_268_The_6_0_l_W12_engine_in_the_Audi_A8_-_Part_2.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-091,vag_084_View_document_SSP_269_Data_transfer_on_CAN_data_bus_II__a48145df8796.pdf,View document [SSP 269 Data transfer on CAN data bus II],https://www.vdveer-engineering.nl/edocmanviewer/SSP_269_Data_transfer_on_CAN_data_bus_II.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-092,vag_085_View_document_SSP_270_The_Phaeton__09fc8984e236.pdf,View document [SSP 270 The Phaeton],https://www.vdveer-engineering.nl/edocmanviewer/SSP_270_The_Phaeton.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-093,vag_086_View_document_SSP_271_The_Phaeton_Heating_and_Air_Conditioning_System__41c042468549.pdf,View document [SSP 271 The Phaeton Heating and Air Conditioning System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_271_The_Phaeton_Heating_and_Air_Conditioning_System.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-094,vag_087_View_document_SSP_272_The_Phaeton_Onboard_Power_Supply__c0c3e43ca1eb.pdf,View document [SSP 272 The Phaeton Onboard Power Supply],https://www.vdveer-engineering.nl/edocmanviewer/SSP_272_The_Phaeton_Onboard_Power_Supply.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-095,vag_088_View_document_SSP_273_Phaeton_Convenience__7321230d6690.pdf,View document [SSP 273 Phaeton Convenience],https://www.vdveer-engineering.nl/edocmanviewer/SSP_273_Phaeton_Convenience.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-096,vag_089_View_document_SSP_274_The_Phaeton_Infotainment_System__af4f8ab009ff.pdf,View document [SSP 274 The Phaeton Infotainment System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_274_The_Phaeton_Infotainment_System.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-097,vag_090_View_document_SSP_275_The_Phaeton_Air_Suspension_with_Controlled_Damping__1e28063fdbe2.pdf,View document [SSP 275 The Phaeton Air Suspension with Controlled Damping],https://www.vdveer-engineering.nl/edocmanviewer/SSP_275_The_Phaeton_Air_Suspension_with_Controlled_Damping.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-098,vag_091_View_document_SSP_276_The_Phaeton_Automatic_Proximity_Control_APC__0c490e8c4e1f.pdf,View document [SSP 276 The Phaeton Automatic Proximity Control (APC)],https://www.vdveer-engineering.nl/edocmanviewer/SSP_276_The_Phaeton_Automatic_Proximity_Control_(APC).pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-099,vag_092_View_document_SSP_277_The_Phaeton_Chassis__e438d1a94e7f.pdf,View document [SSP 277 The Phaeton Chassis],https://www.vdveer-engineering.nl/edocmanviewer/SSP_277_The_Phaeton_Chassis.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-100,vag_093_View_document_SSP_278_The_Audi_A4_Cabriolet__061e5af4ab7d.pdf,View document [SSP 278 The Audi A4 Cabriolet],https://www.vdveer-engineering.nl/edocmanviewer/SSP_278_The_Audi_A4_Cabriolet.pdf,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工核验通过
PDF-101,102_changzhi_auto_repair_competition_brake_records.pdf,102 changzhi auto repair competition brake records,https://rsj.changzhi.gov.cn/zypx/zypxhjnjd/201809/W020180930415286169662.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
PDF-102,103_auto_repair_training_station_equipment.pdf,103 auto repair training station equipment,http://zchweb.oss-cn-beijing.aliyuncs.com/contract/temp/2021120915585358301.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
PDF-103,104_dexi_auto_repair_technical_training_plan.pdf,104 dexi auto repair technical training plan,https://jwc.hbzy.edu.cn/__local/5/40/BD/AA560B332C79D17C0A481257B90_A609DDE0_19ED0E.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
PDF-104,105_auto_operation_repair_training_plan.pdf,105 auto operation repair training plan,https://www.fjlg.com/wp-content/uploads/2025/08/2025_Ji_Qi_Che_Yun_Yong_Yu_Wei_Xiu_Zhuan_Ye_Ren_Cai_Pei_Yang_Fang_An.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
PDF-105,106_xinjiang_auto_repair_competition_technical_file.pdf,106 xinjiang auto repair competition technical file,https://rst.xinjiang.gov.cn/xjrst/tzgg/202206/3d6de9b6376048549c7bf74c293b1b0c/files/17.%E6%B1%BD%E8%BD%A6%E7%BB%B4%E4%BF%AE%E9%A1%B9%E7%9B%AE%E6%8A%80%E6%9C%AF%E5%B7%A5%E4%BD%9C%E6%96%87%E4%BB%B6.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
PDF-106,107_engine_fault_diagnosis_repair_article.pdf,107 engine fault diagnosis repair article,https://www.aeeisp.com/njsyywx/cn/article/pdf/preview/10.14031/j.cnki.njwx.2023.01.025.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
PDF-107,108_auto_electrical_fault_diagnosis_repair_article.pdf,108 auto electrical fault diagnosis repair article,https://www.aeeisp.com/njsyywx/cn/article/pdf/preview/10.14031/j.cnki.njwx.2021.02.044.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
PDF-108,109_new_energy_vehicle_diagnosis_repair_article.pdf,109 new energy vehicle diagnosis repair article,https://anmaichuban.com/static/upload/file/20260107/1767746811190787.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
PDF-109,110_new_energy_electronic_diagnosis_repair_article.pdf,110 new energy electronic diagnosis repair article,http://www.issplc.com/upload/pdf/2026/01/27%E5%9F%BA%E4%BA%8E%E7%94%B5%E5%AD%90%E8%AF%8A%E6%96%AD%E6%8A%80%E6%9C%AF%E7%9A%84%E6%96%B0%E8%83%BD%E6%BA%90%E6%B1%BD%E8%BD%A6%E6%A3%80%E6%B5%8B%E4%B8%8E%E7%BB%B4%E4%BF%AE%E6%8A%80%E6%9C%AF%E7%A0%94%E7%A9%B6.pdf,确认相关,人工查看补充资料首屏；标题/正文明确为汽车维修、故障诊断、汽车检测、维修培训或新能源维修。,人工核验通过
