pdf_id,filename,relative_path,title,source,bytes,sha256,validation,page_count,is_scanned,image_pages,has_images,table_like_pages,has_tables,double_column_pages,is_double_column,sidebar_pages,has_sidebar,document_type,text_chars,notes,manual_review_status,manual_review_notes,relevance_status,relevance_basis,layout_manual_status,relevance_scope
PDF-032,vag_025_View_document_SSP_208_Air_Conditioner_in_the_Motor_Vehicle__c5ee00121c41.pdf,pdfs\vag_025_View_document_SSP_208_Air_Conditioner_in_the_Motor_Vehicle__c5ee00121c41.pdf,View document [SSP 208 Air Conditioner in the Motor Vehicle],https://www.vdveer-engineering.nl/edocmanviewer/SSP_208_Air_Conditioner_in_the_Motor_Vehicle.pdf,4345347,c5ee00121c4148b97d6f959a4f51605ff44483161ccd26b79cad89b27053daf5,通过,76,否,1,是,0,否,3,是,1,是,普通文本,101611,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-033,vag_026_View_document_SSP_209_1.9_ltr_TDI_Engine_with_Pump_Injection_System__22d60ba32905.pdf,pdfs\vag_026_View_document_SSP_209_1.9_ltr_TDI_Engine_with_Pump_Injection_System__22d60ba32905.pdf,View document [SSP 209 1.9 ltr TDI Engine with Pump Injection System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_209_1_9_ltr__TDI_Engine_with_Pump_Injection_System.pdf,1443814,22d60ba32905d8b2b0a3ccfa1d3d33df19a5d44809c40bb30d380615be8627df,通过,60,否,4,是,0,否,8,是,3,是,普通文本,52798,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-034,vag_027_View_document_SSP_210_Electronic_Power_Control__6a66489edc75.pdf,pdfs\vag_027_View_document_SSP_210_Electronic_Power_Control__6a66489edc75.pdf,View document [SSP 210 Electronic Power Control],https://www.vdveer-engineering.nl/edocmanviewer/SSP_210_Electronic_Power_Control.pdf,1626831,6a66489edc75bab47054b4a85b1a108b6778dfafd05ba0ad3952287d5746c3b9,通过,36,否,8,是,0,否,1,是,1,是,普通文本,31459,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-035,vag_028_View_document_SSP_211_The_New_Beetle__6863b552f620.pdf,pdfs\vag_028_View_document_SSP_211_The_New_Beetle__6863b552f620.pdf,View document [SSP 211 The New Beetle],https://www.vdveer-engineering.nl/edocmanviewer/SSP_211_The_New_Beetle.pdf,3998231,6863b552f6204297d09d8b4c63537b3f371a2acd003e81bc9ea3dae6660df1a9,通过,48,否,48,是,0,否,0,否,0,否,图片较多,54825,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-036,vag_029_View_document_SSP_212_Variable_Intake_Manifold_in_VR_Engines__ce4e13dfed01.pdf,pdfs\vag_029_View_document_SSP_212_Variable_Intake_Manifold_in_VR_Engines__ce4e13dfed01.pdf,View document [SSP 212 Variable Intake Manifold in VR Engines],https://www.vdveer-engineering.nl/edocmanviewer/SSP_212_Variable_Intake_Manifold_in_VR_Engines.pdf,690048,ce4e13dfed01d9511ed42f6adef325f8f7a63f071b38092004195cc45b242fcf,通过,20,否,4,是,0,否,2,是,1,是,普通文本,24348,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-037,vag_030_View_document_SSP_213_New_Technology_99__a992eac118be.pdf,pdfs\vag_030_View_document_SSP_213_New_Technology_99__a992eac118be.pdf,View document [SSP 213 New Technology ‘99],https://www.vdveer-engineering.nl/edocmanviewer/SSP_213_New_Technology_‘99.pdf,3432390,a992eac118be7b3272b2f1eed3f79236685db7b74a77502c66c7226d2bae9fa5,通过,72,否,12,是,0,否,4,是,2,是,普通文本,77895,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-038,vag_031_View_document_SSP_214_Painting_the_Vehicle_Pre_Treatment__17a3554e5729.pdf,pdfs\vag_031_View_document_SSP_214_Painting_the_Vehicle_Pre_Treatment__17a3554e5729.pdf,View document [SSP 214 Painting the Vehicle Pre Treatment],https://www.vdveer-engineering.nl/edocmanviewer/SSP_214_Painting_the_Vehicle_Pre_Treatment.pdf,975735,17a3554e5729114176a6dab718515829e0831aff119f9efedd15acfe53797b8e,通过,52,否,41,是,0,否,3,是,3,是,图片较多,61280,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-039,vag_032_View_document_SSP_215_Painting_the_Vehicle_The_Topcoat__e5422d162e5b.pdf,pdfs\vag_032_View_document_SSP_215_Painting_the_Vehicle_The_Topcoat__e5422d162e5b.pdf,View document [SSP 215 Painting the Vehicle The Topcoat],https://www.vdveer-engineering.nl/edocmanviewer/SSP_215_Painting_the_Vehicle_The_Topcoat.pdf,2984578,e5422d162e5b6653507364d1346c323676917b41cd110802f17b5d5e69d66033,通过,52,否,34,是,0,否,3,是,0,否,图片较多,53427,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-040,vag_033_View_document_SSP_216_Body_-_LUPO_3L__e0655ce9a381.pdf,pdfs\vag_033_View_document_SSP_216_Body_-_LUPO_3L__e0655ce9a381.pdf,View document [SSP 216 Body - LUPO 3L],https://www.vdveer-engineering.nl/edocmanviewer/SSP_216_Body_-_LUPO_3L.pdf,1353573,e0655ce9a381010b4e158a6cd5d837ba4d2f855bd30f4fbc6042a8894cc3555c,通过,36,否,11,是,0,否,1,是,0,否,普通文本,33235,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-041,vag_034_View_document_SSP_217_The_V8-5V_Engine__c6d04ffe3378.pdf,pdfs\vag_034_View_document_SSP_217_The_V8-5V_Engine__c6d04ffe3378.pdf,View document [SSP 217 The V8-5V Engine],https://www.vdveer-engineering.nl/edocmanviewer/SSP_217_The_V8-5V_Engine.pdf,3857169,c6d04ffe3378d6365e3a2175c05cc3f65b8c50301a882fce9ad1663da7aaa0ad,通过,52,否,14,是,0,否,2,是,5,是,普通文本,41429,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-042,vag_035_View_document_SSP_218_The_Lupo_3L__5397a301b89f.pdf,pdfs\vag_035_View_document_SSP_218_The_Lupo_3L__5397a301b89f.pdf,View document [SSP 218 The Lupo 3L],https://www.vdveer-engineering.nl/edocmanviewer/SSP_218_The_Lupo_3L.pdf,3188683,5397a301b89fdb382a1dac9c0503b10fd430cf4c767403c39fce251167c272b1,通过,56,否,18,是,0,否,1,是,0,否,普通文本,50834,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-043,vag_036_View_document_SSP_219_Tyre_Pressure_Monitoring_System__f133bf151e74.pdf,pdfs\vag_036_View_document_SSP_219_Tyre_Pressure_Monitoring_System__f133bf151e74.pdf,View document [SSP 219 Tyre Pressure Monitoring System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_219_Tyre_Pressure_Monitoring_System.pdf,1622078,f133bf151e749a93c84cd9d4a491e24f1921a7667cec67c42817de1d150f8806,通过,36,否,2,是,0,否,8,是,3,是,普通文本,38320,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-044,vag_037_View_document_SSP_220_Audi_TT_roadster__eeedc06edd2b.pdf,pdfs\vag_037_View_document_SSP_220_Audi_TT_roadster__eeedc06edd2b.pdf,View document [SSP 220 Audi TT roadster],https://www.vdveer-engineering.nl/edocmanviewer/SSP_220_Audi_TT_roadster.pdf,3204470,eeedc06edd2b90d872a31c7c50826d5822a49c4709a02aecaff4aecb06f73790,通过,32,否,4,是,0,否,5,是,1,是,普通文本,16511,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-045,vag_038_View_document_SSP_221_Electronic_Manual_Gearbox__dc61e15bf743.pdf,pdfs\vag_038_View_document_SSP_221_Electronic_Manual_Gearbox__dc61e15bf743.pdf,View document [SSP 221 Electronic Manual Gearbox],https://www.vdveer-engineering.nl/edocmanviewer/SSP_221_Electronic_Manual_Gearbox.pdf,2004411,dc61e15bf743566a441d69d91a32bd85e473ff1e198ffd5830d877599511c124,通过,56,否,4,是,1,是,2,是,0,否,普通文本,29290,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-046,vag_039_View_document_SSP_222_Electronically_Mapped_Cooling_System__3ba023b70a10.pdf,pdfs\vag_039_View_document_SSP_222_Electronically_Mapped_Cooling_System__3ba023b70a10.pdf,View document [SSP 222 Electronically Mapped Cooling System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_222_Electronically_Mapped_Cooling_System.pdf,1413621,3ba023b70a101173cf3b6ae338d57e12344db00245ee097bf944e537c31cb0ad,通过,28,否,2,是,0,否,2,是,1,是,普通文本,27011,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-047,vag_040_View_document_SSP_223_The_1.2l_and_1.4l_TDI_engines__7eb3582f3013.pdf,pdfs\vag_040_View_document_SSP_223_The_1.2l_and_1.4l_TDI_engines__7eb3582f3013.pdf,View document [SSP 223 The 1.2l and 1.4l TDI engines],https://www.vdveer-engineering.nl/edocmanviewer/SSP_223_The_1_2l_and_1_4l_TDI_engines.pdf,3990397,7eb3582f301313da7ee3a0789f6e07ca55ec0dc3a0b8dc7fd6cab6ad9341336e,通过,88,否,38,是,0,否,8,是,5,是,普通文本,76513,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-048,vag_041_View_document_SSP_224_Service_Interval_Extension__a8ea3b254149.pdf,pdfs\vag_041_View_document_SSP_224_Service_Interval_Extension__a8ea3b254149.pdf,View document [SSP 224 Service Interval Extension],https://www.vdveer-engineering.nl/edocmanviewer/SSP_224_Service_Interval_Extension.pdf,1667329,a8ea3b25414927bedecd15ab7cf1da7d7aa2f85b47d91621d95261f9d3ab519a,通过,32,否,8,是,0,否,7,是,0,否,普通文本,24752,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-049,vag_042_View_document_SSP_225_The_electro_mechanical_power_steering_system__ff87cccb3564.pdf,pdfs\vag_042_View_document_SSP_225_The_electro_mechanical_power_steering_system__ff87cccb3564.pdf,View document [SSP 225 The electro mechanical power steering system],https://www.vdveer-engineering.nl/edocmanviewer/SSP_225_The_electro_mechanical_power_steering_system.pdf,1542630,ff87cccb3564d03a679133a1f8e739b15d59cf21b5750da6dae697dc72bf1919,通过,24,否,4,是,0,否,1,是,1,是,普通文本,16882,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-050,vag_043_View_document_SSP_226_3_3l_V8_TDI_Engine_Mechanicals__69c33236684d.pdf,pdfs\vag_043_View_document_SSP_226_3_3l_V8_TDI_Engine_Mechanicals__69c33236684d.pdf,"View document [SSP 226 3,3l V8 TDI Engine Mechanicals]","https://www.vdveer-engineering.nl/edocmanviewer/SSP_226_3,3l_V8_TDI_Engine_Mechanicals.pdf",9611485,69c33236684deee076c641006f03e99fd80301a7af529d37e638c4e3b237eb75,通过,36,否,15,是,0,否,0,否,1,是,普通文本,21624,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-051,vag_044_View_document_SSP_227_3_3_l_V8_TDI_Common_Rail_Injection_System__f9eef9a10afb.pdf,pdfs\vag_044_View_document_SSP_227_3_3_l_V8_TDI_Common_Rail_Injection_System__f9eef9a10afb.pdf,"View document [SSP 227 3,3 l V8 TDI Common Rail Injection System]","https://www.vdveer-engineering.nl/edocmanviewer/SSP_227_3,3_l_V8_TDI_Common_Rail_Injection_System.pdf",1862706,f9eef9a10afbc6101ed0bfa544739cb9de412123bf60d543405351bbeea4cada,通过,36,否,5,是,0,否,3,是,2,是,普通文本,31510,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-052,vag_045_View_document_SSP_228_Variable_Automatic_Gearbox_multitronic_01J__883be7a09c5d.pdf,pdfs\vag_045_View_document_SSP_228_Variable_Automatic_Gearbox_multitronic_01J__883be7a09c5d.pdf,View document [SSP 228 Variable Automatic Gearbox multitronic® 01J],https://www.vdveer-engineering.nl/edocmanviewer/SSP_228_Variable_Automatic_Gearbox_multitronic®_01J.pdf,8333875,883be7a09c5d5df6c6d841482c0de4d75c637da3dc16acc73b1dfdd1b60c774a,通过,100,否,10,是,0,否,5,是,6,是,普通文本,103129,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-053,vag_046_View_document_SSP_230_Motor_Vehicle_Exhaust_Emissions__70592415c1b8.pdf,pdfs\vag_046_View_document_SSP_230_Motor_Vehicle_Exhaust_Emissions__70592415c1b8.pdf,View document [SSP 230 Motor Vehicle Exhaust Emissions],https://www.vdveer-engineering.nl/edocmanviewer/SSP_230_Motor_Vehicle_Exhaust_Emissions.pdf,1206329,70592415c1b89bdc17d2be0f007178c01db2a16fa264722fd5e43b5f9d0e5369,通过,28,否,5,是,0,否,0,否,0,否,普通文本,33356,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-054,vag_047_View_document_SSP_231_Euro_On-Board_Diagnostic_System__4e829bc1b790.pdf,pdfs\vag_047_View_document_SSP_231_Euro_On-Board_Diagnostic_System__4e829bc1b790.pdf,View document [SSP 231 Euro On-Board Diagnostic System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_231_Euro_On-Board_Diagnostic_System.pdf,1132496,4e829bc1b790e74b8c89f921b8361bfe72dead5f72f41a74d076a61ac0cebb12,通过,48,否,3,是,0,否,1,是,0,否,普通文本,50229,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-055,vag_048_View_document_SSP_232_5_speed_Automatic_Gearbox__c18702d6809e.pdf,pdfs\vag_048_View_document_SSP_232_5_speed_Automatic_Gearbox__c18702d6809e.pdf,View document [SSP 232 5 speed Automatic Gearbox],https://www.vdveer-engineering.nl/edocmanviewer/SSP_232_5_speed_Automatic_Gearbox.pdf,4035592,c18702d6809eee96138087ea5978d31dca92a17a5c3e2f6c10ef59e96905ac06,通过,72,否,16,是,0,否,1,是,0,否,普通文本,42754,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-056,vag_049_View_document_SSP_233_20_litre_Engine__814455711e01.pdf,pdfs\vag_049_View_document_SSP_233_20_litre_Engine__814455711e01.pdf,View document [SSP 233 20 litre Engine],https://www.vdveer-engineering.nl/edocmanviewer/SSP_233_2_0_litre_Engine.pdf,3263091,814455711e01f76e0637b06a4a406663a5bca23940695cf82d15f6ac40ccd263,通过,41,否,7,是,0,否,2,是,1,是,普通文本,39753,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-057,vag_050_View_document_SSP_234_Vehicle_batteries__8d17900a5675.pdf,pdfs\vag_050_View_document_SSP_234_Vehicle_batteries__8d17900a5675.pdf,View document [SSP 234 Vehicle batteries],https://www.vdveer-engineering.nl/edocmanviewer/SSP_234_Vehicle_batteries.pdf,1245700,8d17900a567554d139673bb329069d491746622bf5acf8039afd999b28f585f3,通过,56,否,44,是,0,否,1,是,2,是,图片较多,75173,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-058,vag_051_View_document_SSP_235_The_Multi_Function_Steering_Wheel__3f4be5a676d2.pdf,pdfs\vag_051_View_document_SSP_235_The_Multi_Function_Steering_Wheel__3f4be5a676d2.pdf,View document [SSP 235 The Multi Function Steering Wheel],https://www.vdveer-engineering.nl/edocmanviewer/SSP_235_The_Multi_Function_Steering_Wheel.pdf,3341591,3f4be5a676d2f1e166df1b4cae5bf606c7fd67196f3582450bdbc141537d5559,通过,20,否,2,是,0,否,4,是,1,是,普通文本,14173,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-059,vag_052_View_document_SSP_237_Manual_gearbox_02T__f096111409e9.pdf,pdfs\vag_052_View_document_SSP_237_Manual_gearbox_02T__f096111409e9.pdf,View document [SSP 237 Manual gearbox 02T],https://www.vdveer-engineering.nl/edocmanviewer/SSP_237_Manual_gearbox_02T.pdf,3271206,f096111409e9a44c60bb12275fb2b6ba7f0a573503689e837493baf33ff32fd0,通过,32,否,2,是,0,否,2,是,0,否,普通文本,24640,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-060,vag_053_View_document_SSP_238_Data_Exchange_On_The_CAN_Bus_I__43d72a336a5e.pdf,pdfs\vag_053_View_document_SSP_238_Data_Exchange_On_The_CAN_Bus_I__43d72a336a5e.pdf,View document [SSP 238 Data Exchange On The CAN Bus I],https://www.vdveer-engineering.nl/edocmanviewer/SSP_238_Data_Exchange_On_The_CAN_Bus_I.pdf,1147804,43d72a336a5edeca14d9381319df1f0da720e08424358eb9562aae2e8050dcb2,通过,32,否,8,是,0,否,0,否,1,是,普通文本,31382,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-061,vag_054_View_document_SSP_239_Audi_A2_Body__5c1a85cd97e2.pdf,pdfs\vag_054_View_document_SSP_239_Audi_A2_Body__5c1a85cd97e2.pdf,View document [SSP 239 Audi A2 Body],https://www.vdveer-engineering.nl/edocmanviewer/SSP_239_Audi_A2_Body.pdf,4140546,5c1a85cd97e2e52028264111cb7c68c68e3c30a1c4074e34955558c1b71d925d,通过,64,否,39,是,0,否,0,否,0,否,普通文本,50379,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
